player_id;timestamp;level_number
9;2018-09-08 20:32:27;5
9;2018-09-09 01:22:13;6
9;2018-09-09 13:10:15;7
9;2018-09-09 20:11:40;8
9;2018-09-09 22:48:04;9
9;2018-09-10 05:49:30;7
9;2018-09-10 16:08:50;8
9;2018-09-11 09:09:48;9
9;2018-09-11 16:15:41;10
9;2018-09-11 17:45:20;11
9;2018-09-12 02:50:27;12
9;2018-09-12 12:28:18;13
9;2018-09-12 15:24:17;14
9;2018-09-12 15:43:01;15
9;2018-09-13 07:13:07;10
9;2018-09-13 18:23:43;11
9;2018-09-13 21:24:54;12
9;2018-09-14 08:06:00;13
9;2018-09-14 15:53:29;14
9;2018-09-15 10:49:07;15
9;2018-09-16 01:12:06;16
9;2018-09-16 19:48:11;17
9;2018-09-17 20:45:03;18
9;2018-09-18 21:25:17;19
9;2018-09-19 03:20:50;20
9;2018-09-19 11:51:57;21
9;2018-09-20 11:42:55;17
9;2018-09-20 20:14:57;18
9;2018-09-20 21:14:56;19
9;2018-09-21 01:52:44;20
9;2018-09-22 14:51:27;21
9;2018-09-24 02:52:01;22
9;2018-09-24 10:30:44;23
9;2018-09-27 05:44:35;24
9;2018-09-27 19:36:28;25
9;2018-09-28 01:09:18;26
9;2018-09-29 01:25:42;27
9;2018-09-30 08:36:56;28
9;2018-10-02 09:26:52;29
9;2018-10-02 17:00:42;30
9;2018-10-02 19:31:19;31
10;2018-08-12 17:55:17;1
10;2018-09-02 15:32:26;2
10;2018-09-03 15:46:29;3
10;2018-09-07 02:23:34;4
10;2018-09-08 03:44:12;5
10;2018-09-08 20:33:12;6
11;2018-09-29 10:07:08;1
11;2018-09-29 12:35:54;2
11;2018-09-29 16:07:37;3
11;2018-09-29 19:39:49;4
11;2018-09-30 01:39:08;5
11;2018-09-30 04:32:41;6
11;2018-10-01 04:37:43;7
11;2018-10-01 23:11:09;8
11;2018-10-02 14:06:52;9
11;2018-10-02 14:20:12;7
11;2018-10-02 15:05:18;8
11;2018-10-02 17:45:16;9
11;2018-10-03 04:48:55;10
11;2018-10-03 23:35:49;11
11;2018-10-05 04:05:40;12
11;2018-10-05 08:39:58;13
11;2018-10-08 05:17:52;14
11;2018-10-08 16:27:26;15
11;2018-10-09 00:48:44;16
11;2018-10-09 10:06:46;17
11;2018-10-10 04:38:38;18
11;2018-10-10 17:01:12;19
11;2018-10-10 17:04:25;20
11;2018-10-11 01:37:37;21
11;2018-10-11 17:51:13;17
11;2018-10-12 14:17:32;18
11;2018-10-14 07:24:28;19
11;2018-10-14 23:50:09;20
11;2018-10-16 00:40:54;21
11;2018-10-17 01:47:49;22
11;2018-10-17 06:30:11;23
11;2018-10-17 23:03:54;24
11;2018-10-19 08:20:28;25
11;2018-10-20 12:29:23;26
11;2018-10-23 14:25:59;27
11;2018-10-24 16:09:02;28
11;2018-10-25 00:22:46;29
11;2018-10-26 09:23:16;30
11;2018-10-26 11:00:23;31
11;2018-10-27 10:35:52;32
11;2018-10-27 22:41:22;33
11;2018-10-28 03:03:55;34
11;2018-10-29 12:23:22;35
11;2018-11-01 07:09:39;36
11;2018-11-01 14:29:56;37
11;2018-11-03 20:50:54;38
12;2018-10-29 06:47:18;1
12;2018-10-30 01:06:59;2
13;2018-09-26 06:06:23;1
13;2018-09-26 17:58:13;2
13;2018-09-26 18:33:08;3
13;2018-09-26 21:21:23;4
13;2018-09-27 04:17:34;5
13;2018-09-27 05:23:53;6
13;2018-09-27 11:04:50;7
13;2018-09-28 01:54:59;8
13;2018-09-29 01:35:58;9
13;2018-10-01 10:20:06;7
13;2018-10-02 09:44:58;8
13;2018-10-03 04:15:39;9
13;2018-10-04 23:03:01;10
13;2018-10-05 11:28:20;11
15;2018-10-17 07:54:45;1
15;2018-10-17 15:47:07;2
15;2018-10-21 05:03:46;3
15;2018-10-21 12:41:30;4
15;2018-10-21 23:00:38;5
15;2018-10-22 23:10:52;6
15;2018-10-24 08:15:02;7
15;2018-10-24 14:10:00;8
15;2018-10-24 18:35:45;9
15;2018-10-25 07:58:09;7
15;2018-10-27 05:22:23;8
15;2018-10-28 01:15:59;9
15;2018-10-28 12:13:00;10
15;2018-10-29 04:18:35;11
15;2018-11-03 11:41:37;12
16;2018-08-16 04:16:05;1
17;2018-09-28 04:09:36;1
17;2018-09-28 21:09:05;2
17;2018-09-29 23:51:25;3
17;2018-10-01 00:24:30;4
17;2018-10-01 08:10:22;5
17;2018-10-01 11:54:23;6
17;2018-10-02 01:53:24;7
17;2018-10-02 06:25:37;8
17;2018-10-05 01:46:42;9
17;2018-10-06 01:52:40;7
17;2018-10-07 00:29:36;8
17;2018-10-07 23:27:33;9
17;2018-10-13 14:19:50;10
17;2018-10-14 18:58:38;11
17;2018-10-15 12:00:15;12
18;2018-07-07 03:51:13;7
18;2018-07-07 14:23:18;8
18;2018-07-08 04:30:44;9
18;2018-07-08 06:37:24;10
18;2018-07-08 20:50:57;11
18;2018-07-09 06:59:56;12
18;2018-07-10 16:35:16;13
18;2018-07-11 09:10:16;14
18;2018-07-11 18:43:04;15
18;2018-07-11 20:04:03;10
18;2018-07-12 15:19:11;11
18;2018-07-14 03:38:35;12
18;2018-07-14 22:24:20;13
18;2018-07-15 15:05:13;14
18;2018-07-17 01:41:21;15
18;2018-07-19 12:55:47;16
19;2018-09-13 01:10:07;1
19;2018-09-13 06:16:10;2
19;2018-09-13 07:57:33;3
19;2018-09-14 12:31:41;4
19;2018-09-14 13:38:11;5
19;2018-09-14 18:14:30;6
19;2018-09-15 15:33:54;7
19;2018-09-15 22:03:14;8
19;2018-09-16 01:08:34;9
19;2018-09-16 11:44:07;7
19;2018-09-18 22:36:52;8
19;2018-09-19 00:15:38;9
19;2018-09-19 01:37:44;10
19;2018-09-19 17:38:57;11
19;2018-09-19 23:38:23;12
19;2018-09-20 08:21:54;13
19;2018-09-21 15:47:18;14
19;2018-09-22 09:31:00;15
19;2018-09-22 12:21:18;10
19;2018-09-22 17:58:04;11
19;2018-09-23 08:49:26;12
19;2018-09-23 09:42:02;13
19;2018-09-23 23:13:26;14
19;2018-09-24 06:21:43;15
19;2018-09-30 06:09:30;16
19;2018-10-02 11:21:05;17
19;2018-10-03 01:11:01;18
19;2018-10-03 04:26:34;19
19;2018-10-12 13:57:59;20
20;2018-08-15 23:50:15;1
20;2018-08-16 02:00:30;2
20;2018-08-16 02:06:43;3
20;2018-08-16 02:35:24;4
20;2018-08-16 07:43:47;5
20;2018-08-16 10:38:11;6
20;2018-08-16 12:15:02;7
20;2018-08-16 12:33:31;8
20;2018-08-16 12:37:51;9
20;2018-08-16 14:01:47;7
20;2018-08-16 14:49:55;8
20;2018-08-16 16:09:46;9
20;2018-08-16 17:10:33;10
20;2018-08-16 18:02:05;11
20;2018-08-16 19:50:02;12
20;2018-08-16 21:51:46;13
20;2018-08-16 23:20:27;14
20;2018-08-16 23:26:33;15
20;2018-08-17 00:09:44;10
20;2018-08-17 01:13:29;11
20;2018-08-17 01:42:09;12
20;2018-08-17 02:53:26;13
20;2018-08-17 03:41:03;14
20;2018-08-17 06:11:39;15
20;2018-08-17 12:21:23;16
20;2018-08-17 21:32:01;17
20;2018-08-17 21:39:00;18
20;2018-08-17 22:33:09;19
20;2018-08-17 23:35:54;20
20;2018-08-18 00:22:22;21
20;2018-08-18 05:25:52;17
20;2018-08-18 07:44:07;18
20;2018-08-18 07:50:25;19
20;2018-08-18 10:07:03;20
20;2018-08-18 15:04:06;21
20;2018-08-18 16:14:31;22
20;2018-08-18 17:32:45;23
20;2018-08-18 20:20:30;24
20;2018-08-19 02:52:40;25
20;2018-08-19 06:12:24;26
20;2018-08-19 06:19:13;27
20;2018-08-19 09:28:12;28
20;2018-08-19 10:47:56;29
20;2018-08-19 12:51:20;30
20;2018-08-19 15:54:48;31
20;2018-08-19 22:47:40;32
20;2018-08-19 23:00:59;33
20;2018-08-19 23:09:22;34
20;2018-08-20 00:48:49;35
20;2018-08-20 02:44:29;36
20;2018-08-20 03:41:20;37
20;2018-08-20 06:29:49;38
20;2018-08-20 08:46:12;39
20;2018-08-20 09:26:33;40
20;2018-08-20 10:15:21;41
20;2018-08-20 14:44:46;42
20;2018-08-20 14:53:40;43
20;2018-08-20 16:15:10;44
20;2018-08-20 17:20:11;45
20;2018-08-20 19:07:59;46
20;2018-08-20 21:07:50;47
20;2018-08-20 22:44:48;48
20;2018-08-20 23:08:39;49
20;2018-08-21 01:54:17;30
20;2018-08-21 05:09:31;31
20;2018-08-21 05:32:42;32
20;2018-08-21 11:41:46;33
20;2018-08-21 14:04:41;34
20;2018-08-21 16:38:22;35
20;2018-08-21 17:39:47;36
20;2018-08-21 19:34:44;37
20;2018-08-21 19:54:39;38
20;2018-08-21 21:15:27;39
20;2018-08-21 22:01:06;40
20;2018-08-21 22:06:19;41
20;2018-08-22 04:21:45;42
20;2018-08-22 06:05:34;43
20;2018-08-22 06:08:06;44
20;2018-08-22 06:27:55;45
20;2018-08-22 13:38:27;46
20;2018-08-22 13:52:08;47
20;2018-08-22 14:26:47;48
20;2018-08-22 17:16:22;49
20;2018-08-22 17:18:24;50
20;2018-08-22 18:49:58;51
20;2018-08-22 21:26:26;52
20;2018-08-23 01:24:42;53
20;2018-08-23 04:14:21;54
20;2018-08-23 04:18:08;55
20;2018-08-23 07:35:11;56
20;2018-08-23 08:21:26;57
20;2018-08-23 10:59:24;58
20;2018-08-23 17:51:00;59
20;2018-08-24 04:41:22;60
20;2018-08-24 08:09:05;61
20;2018-08-24 10:49:28;62
20;2018-08-24 11:48:56;63
20;2018-08-24 17:03:31;64
20;2018-08-24 18:56:21;65
20;2018-08-24 20:02:57;66
20;2018-08-24 20:53:01;67
20;2018-08-25 01:25:38;68
20;2018-08-25 04:24:00;69
20;2018-08-25 07:25:43;70
20;2018-08-25 11:18:55;71
20;2018-08-25 21:04:33;72
20;2018-08-26 01:02:54;73
20;2018-08-26 04:17:12;74
20;2018-08-26 15:37:05;75
20;2018-08-26 18:14:55;76
20;2018-08-27 03:48:03;77
20;2018-08-27 07:12:33;78
20;2018-08-27 08:27:17;79
20;2018-08-27 08:29:46;80
20;2018-08-27 11:15:43;60
20;2018-08-27 18:07:33;61
20;2018-08-27 18:24:52;62
20;2018-08-27 19:18:04;63
20;2018-08-27 21:09:57;64
20;2018-08-27 23:03:54;65
20;2018-08-27 23:24:33;66
20;2018-08-28 06:59:04;67
20;2018-08-28 15:47:54;68
20;2018-08-28 17:24:52;69
20;2018-08-29 03:58:42;70
20;2018-08-29 15:43:12;71
20;2018-08-30 05:33:00;72
20;2018-08-30 08:06:02;73
20;2018-08-30 13:30:29;74
20;2018-08-30 21:35:59;75
20;2018-08-31 07:56:54;76
20;2018-08-31 08:26:31;77
20;2018-09-01 17:14:59;78
20;2018-09-01 20:13:34;79
20;2018-09-02 07:42:32;80
20;2018-09-02 07:57:02;81
20;2018-09-02 11:48:56;82
20;2018-09-02 13:59:09;83
20;2018-09-03 08:52:17;84
20;2018-09-04 05:37:50;85
20;2018-09-04 11:19:54;86
20;2018-09-04 11:48:24;87
20;2018-09-04 21:57:06;88
20;2018-09-06 04:12:18;89
20;2018-09-06 12:08:28;90
20;2018-09-06 21:07:47;91
20;2018-09-07 06:01:26;92
20;2018-09-07 17:47:58;93
20;2018-09-07 18:53:35;94
20;2018-09-07 19:24:38;95
20;2018-09-08 08:03:57;96
20;2018-09-08 08:37:47;97
20;2018-09-08 08:47:29;98
20;2018-09-08 14:11:17;99
20;2018-09-08 20:05:45;100
20;2018-09-08 21:40:03;86
20;2018-09-11 20:48:55;87
20;2018-09-11 22:45:59;88
20;2018-09-12 18:09:09;89
21;2018-07-11 01:56:52;1
24;2018-08-27 22:53:05;1
24;2018-08-27 23:34:51;2
24;2018-08-31 07:55:35;3
24;2018-09-03 17:19:41;4
25;2018-07-15 14:30:13;1
25;2018-07-16 21:03:18;2
25;2018-07-18 13:00:30;3
25;2018-07-18 21:08:39;4
25;2018-07-19 01:03:25;5
25;2018-07-21 04:49:16;6
25;2018-07-21 14:22:44;7
25;2018-07-22 02:46:52;8
25;2018-07-26 14:44:28;9
25;2018-07-28 23:25:43;10
25;2018-07-29 23:13:49;11
26;2018-10-25 13:51:00;1
26;2018-10-26 03:52:52;2
26;2018-10-27 07:50:20;3
26;2018-10-28 18:24:05;4
26;2018-10-30 16:17:58;5
28;2018-10-29 18:07:20;1
29;2018-09-25 23:50:45;1
29;2018-09-26 09:05:22;2
29;2018-09-26 10:56:05;3
29;2018-09-26 12:14:31;4
29;2018-09-26 18:33:05;5
29;2018-09-26 19:23:28;6
29;2018-09-29 23:18:57;7
30;2018-09-09 09:43:11;1
30;2018-09-09 20:51:34;2
30;2018-09-13 13:03:07;3
31;2018-07-09 15:22:35;1
31;2018-07-09 18:27:54;2
31;2018-07-10 08:13:50;3
31;2018-07-12 12:41:29;4
31;2018-07-12 14:24:09;5
33;2018-08-15 15:08:18;1
33;2018-08-16 10:48:31;2
33;2018-08-16 10:56:05;3
33;2018-08-18 04:15:08;4
33;2018-08-18 21:27:21;5
33;2018-08-18 23:45:54;6
33;2018-08-19 19:28:26;7
33;2018-08-20 04:53:08;8
33;2018-08-22 08:37:45;9
34;2018-07-25 13:19:59;1
34;2018-07-30 13:47:51;2
35;2018-07-17 13:19:01;1
35;2018-07-18 00:04:04;2
35;2018-07-18 01:42:10;3
35;2018-07-19 18:28:55;4
36;2018-09-21 04:26:32;1
36;2018-09-21 04:51:47;2
36;2018-09-21 04:55:49;3
36;2018-09-21 21:37:18;4
36;2018-09-22 12:54:22;5
36;2018-09-23 00:32:04;6
36;2018-09-23 00:47:33;7
36;2018-09-23 02:45:59;8
36;2018-09-23 06:25:14;9
36;2018-09-23 07:06:41;7
36;2018-09-23 07:54:02;8
36;2018-09-23 22:48:28;9
36;2018-09-24 10:06:13;10
36;2018-09-25 03:44:50;11
36;2018-09-25 14:09:02;12
36;2018-09-25 15:55:49;13
36;2018-09-26 01:19:02;14
36;2018-09-26 09:36:11;15
36;2018-09-27 11:39:03;10
36;2018-09-27 12:17:15;11
36;2018-09-28 20:00:25;12
36;2018-09-28 20:47:37;13
36;2018-09-29 16:08:38;14
36;2018-09-29 18:52:06;15
36;2018-09-29 19:57:33;16
36;2018-09-30 13:35:45;17
36;2018-09-30 22:48:57;18
36;2018-10-01 10:38:11;19
36;2018-10-02 07:14:54;20
36;2018-10-02 10:53:19;21
36;2018-10-02 15:56:49;17
36;2018-10-04 05:11:19;18
36;2018-10-04 23:12:58;19
36;2018-10-05 12:11:37;20
36;2018-10-05 20:19:21;21
36;2018-10-06 13:50:45;22
36;2018-10-06 14:20:53;23
36;2018-10-06 16:46:43;24
36;2018-10-07 03:54:20;25
36;2018-10-08 00:47:52;26
36;2018-10-09 12:12:58;27
36;2018-10-10 16:02:19;28
36;2018-10-12 09:12:56;29
36;2018-10-12 22:58:53;30
36;2018-10-15 06:55:55;23
36;2018-10-15 18:01:22;24
36;2018-10-18 17:33:13;25
36;2018-11-01 15:51:43;26
38;2018-10-15 18:26:56;1
38;2018-10-16 00:57:42;2
38;2018-10-17 04:43:29;3
38;2018-10-17 13:14:20;4
38;2018-10-17 14:57:56;5
38;2018-10-20 08:41:22;6
38;2018-10-20 23:50:23;7
38;2018-10-21 14:39:07;8
38;2018-10-23 04:48:01;9
38;2018-10-26 02:39:03;7
38;2018-10-27 04:43:36;8
38;2018-10-30 22:34:00;9
39;2018-09-02 07:42:54;1
39;2018-09-02 22:22:51;2
39;2018-09-02 22:51:19;3
39;2018-09-03 06:04:16;4
39;2018-09-03 15:02:49;5
39;2018-09-04 04:13:11;6
41;2018-09-17 08:46:27;1
41;2018-09-18 14:45:20;2
41;2018-09-19 10:53:50;3
41;2018-09-20 09:00:40;4
41;2018-09-20 11:02:27;5
41;2018-09-20 16:43:50;6
41;2018-09-20 18:31:34;7
41;2018-09-21 04:15:59;8
41;2018-09-22 06:03:46;9
41;2018-09-22 07:44:25;7
41;2018-09-22 23:48:02;8
41;2018-09-23 03:06:20;9
41;2018-09-23 10:52:02;10
41;2018-09-23 15:12:30;11
41;2018-09-24 15:55:50;12
41;2018-09-25 00:11:35;13
41;2018-09-25 09:22:23;14
41;2018-09-26 06:24:29;15
41;2018-09-26 08:53:43;10
41;2018-09-26 18:59:22;11
41;2018-09-26 19:13:46;12
41;2018-09-27 01:44:35;13
41;2018-09-28 17:06:38;14
41;2018-09-29 03:09:57;15
41;2018-09-29 03:44:02;16
41;2018-09-29 15:26:04;17
41;2018-09-29 23:15:36;18
41;2018-10-01 11:07:57;19
41;2018-10-03 08:14:55;20
41;2018-10-05 01:12:27;21
41;2018-10-05 02:57:44;22
41;2018-10-05 10:11:29;23
41;2018-10-05 15:18:44;24
41;2018-10-06 08:36:20;25
41;2018-10-07 20:46:25;26
42;2018-08-12 15:57:35;1
42;2018-08-14 19:16:41;2
42;2018-08-15 23:45:35;3
42;2018-08-16 07:33:11;4
42;2018-08-16 07:45:29;5
42;2018-08-16 15:23:33;6
42;2018-08-16 21:22:41;7
42;2018-08-19 10:49:30;8
42;2018-08-20 09:02:03;9
42;2018-08-23 23:32:34;7
42;2018-09-07 03:01:39;8
42;2018-09-07 23:19:13;9
43;2018-11-03 08:37:15;1
44;2018-10-05 00:53:06;1
44;2018-10-05 15:56:14;2
44;2018-10-05 18:54:01;3
44;2018-10-05 21:04:33;4
44;2018-10-06 18:07:15;5
44;2018-10-08 12:26:28;6
44;2018-10-10 02:47:04;7
44;2018-10-10 02:48:56;8
44;2018-10-10 09:23:24;9
44;2018-10-11 18:54:47;10
44;2018-10-12 04:07:57;11
44;2018-10-17 01:51:17;12
44;2018-10-25 05:14:12;13
45;2018-09-21 20:13:48;1
45;2018-09-23 05:57:30;2
45;2018-09-23 10:12:01;3
45;2018-09-24 16:54:43;4
45;2018-09-25 18:11:32;5
45;2018-09-28 23:34:42;6
48;2018-07-23 08:00:57;1
48;2018-07-23 08:20:59;2
48;2018-07-23 13:21:47;3
48;2018-07-29 19:12:03;4
48;2018-07-30 17:54:31;5
48;2018-07-31 00:41:26;6
49;2018-07-09 15:30:42;39
49;2018-07-10 16:50:07;40
49;2018-07-16 04:22:01;41
49;2018-07-23 20:33:27;42
49;2018-07-24 16:00:26;43
49;2018-07-26 00:51:26;44
49;2018-07-30 17:23:18;45
50;2018-10-22 15:04:38;1
50;2018-10-22 19:57:39;2
50;2018-10-23 19:00:14;3
50;2018-10-23 21:39:57;4
50;2018-10-24 10:49:59;5
50;2018-10-24 14:02:04;6
50;2018-10-24 14:27:21;7
50;2018-10-24 21:24:52;8
50;2018-10-25 19:57:54;9
50;2018-10-26 04:54:25;7
50;2018-10-26 11:23:15;8
50;2018-10-26 18:16:17;9
50;2018-10-27 14:11:52;10
50;2018-10-28 08:07:04;11
50;2018-10-29 01:32:50;12
50;2018-10-29 15:27:49;13
50;2018-10-29 18:03:18;14
50;2018-10-30 18:09:06;15
50;2018-10-31 15:21:14;10
50;2018-10-31 19:26:11;11
50;2018-11-01 11:17:34;12
50;2018-11-01 11:33:39;13
50;2018-11-01 18:46:57;14
50;2018-11-02 11:47:00;15
50;2018-11-02 19:55:39;16
50;2018-11-03 14:56:08;17
50;2018-11-03 18:15:32;18
51;2018-11-02 00:13:38;1
51;2018-11-02 03:29:07;2
52;2018-07-07 11:30:53;18
52;2018-07-07 20:36:37;19
52;2018-07-09 10:56:50;20
52;2018-07-12 20:49:05;21
52;2018-07-13 00:57:48;22
52;2018-07-14 06:53:17;23
52;2018-07-15 11:40:57;24
52;2018-07-15 11:51:51;25
53;2018-10-01 10:48:25;1
53;2018-10-03 10:00:38;2
55;2018-08-27 16:54:44;1
55;2018-08-27 17:52:09;2
55;2018-08-27 18:51:22;3
55;2018-08-27 22:43:03;4
55;2018-08-28 03:25:35;5
55;2018-08-28 05:35:14;6
55;2018-08-28 09:36:32;7
55;2018-08-28 14:45:37;8
55;2018-08-28 20:22:36;9
55;2018-08-29 01:53:20;7
55;2018-08-29 03:15:02;8
55;2018-08-29 03:27:05;9
55;2018-08-29 07:40:01;10
55;2018-08-29 08:37:03;11
55;2018-08-29 14:31:16;12
55;2018-08-29 15:19:32;13
55;2018-08-29 19:26:40;14
55;2018-08-29 20:51:50;15
55;2018-08-30 06:52:04;16
55;2018-08-30 20:34:23;17
55;2018-08-31 00:27:40;18
55;2018-08-31 04:43:18;19
55;2018-08-31 12:50:24;20
55;2018-08-31 14:58:00;21
55;2018-09-01 00:39:07;17
55;2018-09-01 12:15:51;18
55;2018-09-02 05:34:34;19
55;2018-09-02 19:31:24;20
55;2018-09-04 03:11:47;21
55;2018-09-07 09:06:19;22
57;2018-10-20 09:24:24;1
57;2018-10-20 13:43:24;2
57;2018-10-21 01:21:33;3
57;2018-10-21 06:28:41;4
57;2018-10-21 14:31:50;5
57;2018-10-21 21:45:17;6
58;2018-08-26 02:12:08;1
60;2018-10-04 17:55:05;1
60;2018-10-04 20:48:30;2
60;2018-10-06 21:08:05;3
60;2018-10-07 13:16:43;4
60;2018-10-11 01:21:20;5
60;2018-10-11 14:56:36;6
60;2018-10-12 08:29:16;7
60;2018-10-18 17:06:14;8
60;2018-10-22 13:41:01;9
61;2018-10-20 15:19:22;1
61;2018-10-20 18:10:50;2
61;2018-10-21 18:53:36;3
61;2018-10-21 21:12:29;4
61;2018-10-31 05:55:06;5
61;2018-10-31 12:01:39;6
61;2018-11-01 20:55:55;7
61;2018-11-01 23:45:53;8
63;2018-07-07 04:19:52;12
63;2018-07-07 14:32:28;13
63;2018-07-07 16:59:40;14
63;2018-07-07 19:54:59;15
63;2018-07-08 05:56:27;16
63;2018-07-08 18:00:22;17
63;2018-07-08 22:41:17;18
63;2018-07-09 16:04:44;19
63;2018-07-09 16:15:08;20
63;2018-07-09 19:38:40;21
63;2018-07-09 22:43:37;17
63;2018-07-10 00:14:48;18
63;2018-07-10 01:01:20;19
63;2018-07-10 01:51:01;20
63;2018-07-10 03:00:26;21
63;2018-07-10 21:39:58;22
63;2018-07-11 20:05:06;23
63;2018-07-12 14:52:07;24
63;2018-07-13 00:19:13;25
63;2018-07-13 02:31:25;26
63;2018-07-13 04:57:32;27
63;2018-07-13 16:35:57;28
63;2018-07-14 06:55:43;29
63;2018-07-14 21:23:42;30
63;2018-07-14 23:18:47;23
63;2018-07-15 05:11:35;24
63;2018-07-16 02:03:14;25
63;2018-07-16 02:53:11;26
63;2018-07-16 07:44:33;27
63;2018-07-16 07:51:43;28
63;2018-07-16 10:53:07;29
63;2018-07-16 16:01:19;30
63;2018-07-16 18:14:54;31
63;2018-07-16 21:57:07;32
63;2018-07-17 06:01:22;33
63;2018-07-18 07:49:31;34
63;2018-07-18 20:36:00;35
63;2018-07-19 04:32:06;36
63;2018-07-19 12:16:17;37
63;2018-07-19 18:52:34;38
63;2018-07-20 11:57:24;39
63;2018-07-21 10:50:01;40
63;2018-07-22 23:22:59;41
63;2018-07-26 14:14:14;42
63;2018-07-26 22:38:10;43
63;2018-07-27 11:27:46;44
63;2018-07-27 20:13:42;45
63;2018-07-28 09:04:14;46
63;2018-07-30 22:01:42;47
63;2018-07-31 06:01:47;48
63;2018-08-02 01:40:51;49
63;2018-08-03 19:00:40;50
63;2018-08-11 04:52:19;51
64;2018-09-06 03:47:06;1
66;2018-09-28 03:57:42;1
66;2018-10-09 04:01:13;2
67;2018-08-14 02:38:36;1
67;2018-08-14 17:31:41;2
67;2018-08-14 18:50:18;3
67;2018-08-17 01:52:56;4
67;2018-08-18 04:41:34;5
67;2018-08-18 15:17:44;6
67;2018-08-19 02:13:25;7
67;2018-08-19 11:13:11;8
67;2018-08-19 17:06:00;9
67;2018-08-20 11:44:21;10
67;2018-08-22 16:26:51;11
67;2018-08-23 18:41:07;12
67;2018-08-24 13:20:45;13
68;2018-07-21 13:19:09;1
68;2018-07-21 19:55:09;2
68;2018-07-22 01:59:47;3
68;2018-07-22 05:50:59;4
68;2018-07-23 08:33:38;5
68;2018-07-23 10:56:23;6
68;2018-07-23 13:47:38;7
68;2018-07-23 14:15:54;8
68;2018-07-23 18:14:14;9
68;2018-07-23 21:57:26;7
68;2018-07-24 01:40:07;8
68;2018-07-24 05:12:09;9
68;2018-07-25 19:30:44;10
68;2018-07-26 01:11:58;11
68;2018-07-26 17:23:43;12
68;2018-07-26 17:56:19;13
68;2018-07-28 03:56:33;14
68;2018-07-28 18:31:16;15
68;2018-07-28 21:23:03;16
68;2018-07-29 13:00:00;17
68;2018-07-31 23:55:05;18
68;2018-08-01 00:24:01;19
68;2018-08-01 07:37:21;20
68;2018-08-01 14:42:02;21
68;2018-08-03 09:15:38;17
68;2018-08-03 12:23:49;18
68;2018-08-05 08:50:14;19
68;2018-08-07 23:46:55;20
69;2018-10-21 09:46:08;1
69;2018-10-21 09:58:45;2
69;2018-10-21 17:00:05;3
69;2018-10-22 02:40:23;4
69;2018-10-22 11:45:01;5
69;2018-10-22 18:18:47;6
